VideoFile,Name,Timestamp,Emotion
Rev_2/23-04-2019.mp4,albert_rivera,340.0,sad
Rev_2/23-04-2019.mp4,Desconocido,341.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,341.0,fear
Rev_2/23-04-2019.mp4,Desconocido,342.0,fear
Rev_2/23-04-2019.mp4,Desconocido,342.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,343.0,fear
Rev_2/23-04-2019.mp4,Desconocido,343.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,344.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,345.0,surprise
Rev_2/23-04-2019.mp4,albert_rivera,346.0,surprise
Rev_2/23-04-2019.mp4,albert_rivera,347.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,348.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,349.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,350.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,351.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,352.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,352.0,neutral
Rev_2/23-04-2019.mp4,pedro_sanchez,353.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,353.0,neutral
Rev_2/23-04-2019.mp4,pedro_sanchez,354.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,354.0,fear
Rev_2/23-04-2019.mp4,albert_rivera,356.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,364.0,surprise
Rev_2/23-04-2019.mp4,albert_rivera,365.0,surprise
Rev_2/23-04-2019.mp4,albert_rivera,366.0,surprise
Rev_2/23-04-2019.mp4,pedro_sanchez,367.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,368.0,surprise
Rev_2/23-04-2019.mp4,albert_rivera,369.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,370.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,371.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,372.0,neutral
Rev_2/23-04-2019.mp4,pedro_sanchez,377.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,378.0,fear
Rev_2/23-04-2019.mp4,pedro_sanchez,379.0,fear
Rev_2/23-04-2019.mp4,albert_rivera,380.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,381.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,382.0,angry
Rev_2/23-04-2019.mp4,Desconocido,383.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,384.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,394.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,395.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,396.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,397.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,398.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,399.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,400.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,401.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,402.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,403.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,411.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,412.0,surprise
Rev_2/23-04-2019.mp4,albert_rivera,413.0,neutral
